Pubchem ID	Drug name	depMapID	Cell line name	TCGA type	Predicted IC50
25222038	JNK-9L	ACH-000357	JeKo-1	DLBC	-1.2375054
25222038	JNK-9L	ACH-000920	CML-T1	LCML	-1.1509485
25222038	JNK-9L	ACH-000763	MM1-S	MM	-1.0966017
25222038	JNK-9L	ACH-000689	RH-18	SARC	-1.0392308
25222038	JNK-9L	ACH-000210	CADO-ES1	SARC	-0.920769
25222038	JNK-9L	ACH-000989	SNU-175	COAD/READ	-0.91775894
25222038	JNK-9L	ACH-000369	MOLM-16	LAML	-0.8564129
25222038	JNK-9L	ACH-000918	MOLT-16	ALL	-0.773288
25222038	JNK-9L	ACH-000450	MEL-HO	SKCM	-0.7050967
25222038	JNK-9L	ACH-000129	NCI-H1341	SCLC	-0.7027595
25222038	JNK-9L	ACH-000688	OV7	OV	-0.65353084
25222038	JNK-9L	ACH-000955	SNU-407	COAD/READ	-0.6313548
25222038	JNK-9L	ACH-000793	KATO III	STAD	-0.62778664
25222038	JNK-9L	ACH-000469	YH-13	GBM	-0.62718964
25222038	JNK-9L	ACH-000681	A549	LUAD	-0.6098721
25222038	JNK-9L	ACH-000966	IGROV1	OV	-0.5932913
25222038	JNK-9L	ACH-000132	JHOS-2	OV	-0.5495622
25222038	JNK-9L	ACH-000995	JURKAT	ALL	-0.35412169
25222038	JNK-9L	ACH-000795	MOLT-13	ALL	-0.33282042
25222038	JNK-9L	ACH-000091	OV56	OV	-0.32987094
25222038	JNK-9L	ACH-000917	TE-4	ESCA	-0.2931732
25222038	JNK-9L	ACH-000991	SNU-81	COAD/READ	-0.2710154
25222038	JNK-9L	ACH-000730	SK-MEL-5	SKCM	-0.26571524
25222038	JNK-9L	ACH-000187	COR-L311	SCLC	-0.22605729
25222038	JNK-9L	ACH-000714	KMS-11	MM	-0.15683794
25222038	JNK-9L	ACH-000858	KNS-62	LUSC	-0.120443106
25222038	JNK-9L	ACH-000020	MHH-CALL-2	ALL	-0.12030244
25222038	JNK-9L	ACH-000780	NCI-H1105	SCLC	-0.024677634
25222038	JNK-9L	ACH-000360	NCI-H508	COAD/READ	-0.018633842
25222038	JNK-9L	ACH-000345	KP-N-RT-BM-1	NB	-0.01373601
25222038	JNK-9L	ACH-000035	NCI-H1650	LUAD	0.003479004
25222038	JNK-9L	ACH-000678	MKN7	STAD	0.052576303
25222038	JNK-9L	ACH-000999	SNU-1040	COAD/READ	0.15498531
25222038	JNK-9L	ACH-000506	NCI-H146	SCLC	0.22874606
25222038	JNK-9L	ACH-000970	SNU-C5	COAD/READ	0.31086445
25222038	JNK-9L	ACH-000401	COLO-800	SKCM	0.3443451
25222038	JNK-9L	ACH-000427	NCI-N87	STAD	0.39184797
25222038	JNK-9L	ACH-000532	SNU-61	COAD/READ	0.41925895
25222038	JNK-9L	ACH-000288	BT-549	BRCA	0.53261495
25222038	JNK-9L	ACH-000489	SW1116	COAD/READ	0.80090237
25222038	JNK-9L	ACH-000895	CL-34	COAD/READ	0.81293625
25222038	JNK-9L	ACH-000798	CL-40	COAD/READ	0.8909919
25222038	JNK-9L	ACH-000373	SKM-1	LAML	0.91692823
25222038	JNK-9L	ACH-000626	U266B1	MM	1.087028
25222038	JNK-9L	ACH-000347	QGP-1	PAAD	1.3501229
25222038	JNK-9L	ACH-000725	HCC202	BRCA	1.4230002
25222038	JNK-9L	ACH-000640	SK-MEL-31	SKCM	1.4823165
25222038	JNK-9L	ACH-000828	ZR-75-30	BRCA	2.3324802
25222038	JNK-9L	ACH-000727	NCI-H2066	SCLC	2.466516
5746	Mitomycin-C	ACH-000918	MOLT-16	ALL	-3.4913716
5746	Mitomycin-C	ACH-000970	SNU-C5	COAD/READ	-2.37292
5746	Mitomycin-C	ACH-000947	OVK18	OV	-2.3390894
5746	Mitomycin-C	ACH-000271	SU-DHL-10	DLBC	-2.0270102
5746	Mitomycin-C	ACH-000357	JeKo-1	DLBC	-2.0181499
5746	Mitomycin-C	ACH-000922	RCH-ACV	ALL	-1.8074567
5746	Mitomycin-C	ACH-000162	GA-10	DLBC	-1.7251651
5746	Mitomycin-C	ACH-000469	YH-13	GBM	-1.6055737
5746	Mitomycin-C	ACH-000795	MOLT-13	ALL	-1.5526114
5746	Mitomycin-C	ACH-000369	MOLM-16	LAML	-1.5089843
5746	Mitomycin-C	ACH-000681	A549	LUAD	-1.4811869
5746	Mitomycin-C	ACH-000050	NCI-H929	MM	-1.4695122
5746	Mitomycin-C	ACH-000091	OV56	OV	-1.3422847
5746	Mitomycin-C	ACH-000995	JURKAT	ALL	-1.2730517
5746	Mitomycin-C	ACH-000920	CML-T1	LCML	-1.2628667
5746	Mitomycin-C	ACH-000780	NCI-H1105	SCLC	-1.2174098
5746	Mitomycin-C	ACH-000989	SNU-175	COAD/READ	-1.1921465
5746	Mitomycin-C	ACH-000858	KNS-62	LUSC	-1.0806727
5746	Mitomycin-C	ACH-000689	RH-18	SARC	-0.94133925
5746	Mitomycin-C	ACH-000450	MEL-HO	SKCM	-0.88748574
5746	Mitomycin-C	ACH-000955	SNU-407	COAD/READ	-0.78185797
5746	Mitomycin-C	ACH-000132	JHOS-2	OV	-0.5973718
5746	Mitomycin-C	ACH-000129	NCI-H1341	SCLC	-0.51922464
5746	Mitomycin-C	ACH-000763	MM1-S	MM	-0.46082187
5746	Mitomycin-C	ACH-000917	TE-4	ESCA	-0.3927362
5746	Mitomycin-C	ACH-000225	ECC12	STAD	-0.3593681
5746	Mitomycin-C	ACH-000427	NCI-N87	STAD	-0.27991188
5746	Mitomycin-C	ACH-000730	SK-MEL-5	SKCM	-0.21030712
5746	Mitomycin-C	ACH-000288	BT-549	BRCA	-0.080506444
5746	Mitomycin-C	ACH-000187	COR-L311	SCLC	0.020485282
5746	Mitomycin-C	ACH-000210	CADO-ES1	SARC	0.065271854
5746	Mitomycin-C	ACH-000345	KP-N-RT-BM-1	NB	0.13209534
5746	Mitomycin-C	ACH-000506	NCI-H146	SCLC	0.266775
5746	Mitomycin-C	ACH-000966	IGROV1	OV	0.38735354
5746	Mitomycin-C	ACH-000020	MHH-CALL-2	ALL	0.4201784
5746	Mitomycin-C	ACH-000793	KATO III	STAD	0.45715547
5746	Mitomycin-C	ACH-000035	NCI-H1650	LUAD	0.48291624
5746	Mitomycin-C	ACH-000688	OV7	OV	0.48674262
5746	Mitomycin-C	ACH-000991	SNU-81	COAD/READ	0.6790937
5746	Mitomycin-C	ACH-000965	RL95-2	UCEC	0.7694474
5746	Mitomycin-C	ACH-000373	SKM-1	LAML	0.79439974
5746	Mitomycin-C	ACH-000714	KMS-11	MM	0.9031241
5746	Mitomycin-C	ACH-000532	SNU-61	COAD/READ	0.9062941
5746	Mitomycin-C	ACH-000640	SK-MEL-31	SKCM	0.99232525
5746	Mitomycin-C	ACH-000616	Hs 746T	STAD	1.0167688
5746	Mitomycin-C	ACH-000999	SNU-1040	COAD/READ	1.0591557
5746	Mitomycin-C	ACH-000626	U266B1	MM	1.2708561
5746	Mitomycin-C	ACH-000678	MKN7	STAD	1.3514931
5746	Mitomycin-C	ACH-000360	NCI-H508	COAD/READ	1.4354894
5746	Mitomycin-C	ACH-000828	ZR-75-30	BRCA	1.5091872
5746	Mitomycin-C	ACH-000895	CL-34	COAD/READ	1.5852976
5746	Mitomycin-C	ACH-000347	QGP-1	PAAD	1.7417748
5746	Mitomycin-C	ACH-000489	SW1116	COAD/READ	1.7598745
5746	Mitomycin-C	ACH-000727	NCI-H2066	SCLC	1.9432806
5746	Mitomycin-C	ACH-000798	CL-40	COAD/READ	2.0701942
25262965	AZD8055	ACH-000112	SIG-M5	LAML	-1.5077155
25262965	AZD8055	ACH-000218	PL-21	LAML	-1.0644271
25262965	AZD8055	ACH-000380	KMS-12-BM	MM	-1.0013063
25262965	AZD8055	ACH-000778	HSC-3	HNSC	-0.9713607
25262965	AZD8055	ACH-000989	SNU-175	COAD/READ	-0.8155122
25262965	AZD8055	ACH-000232	U-251 MG	GBM	-0.8050766
25262965	AZD8055	ACH-000023	PA-TU-8988T	PAAD	-0.6865654
25262965	AZD8055	ACH-000225	ECC12	STAD	-0.6864922
25262965	AZD8055	ACH-000187	COR-L311	SCLC	-0.6770587
25262965	AZD8055	ACH-000473	RT-112	BLCA	-0.6040199
25262965	AZD8055	ACH-000772	TE 441.T	SARC	-0.5332084
25262965	AZD8055	ACH-000433	Caki-1	KIRC	-0.5327718
25262965	AZD8055	ACH-000664	SU-DHL-1	NA	-0.52434397
25262965	AZD8055	ACH-000693	KYSE-180	ESCA	-0.51465774
25262965	AZD8055	ACH-000221	SNU-398	LIHC	-0.46153784
25262965	AZD8055	ACH-000004	HEL	LAML	-0.4583249
25262965	AZD8055	ACH-000546	HSC-4	HNSC	-0.44352198
25262965	AZD8055	ACH-000411	769-P	KIRC	-0.44207072
25262965	AZD8055	ACH-000161	COR-L105	LUAD	-0.41974592
25262965	AZD8055	ACH-000046	ACHN	KIRC	-0.37979078
25262965	AZD8055	ACH-000668	HCC70	BRCA	-0.35640597
25262965	AZD8055	ACH-000311	NCI-H2122	LUAD	-0.3053758
25262965	AZD8055	ACH-000585	EPLC-272H	LUSC	-0.29118323
25262965	AZD8055	ACH-000228	BICR 31	HNSC	-0.25743783
25262965	AZD8055	ACH-000396	J82	BLCA	-0.24832356
25262965	AZD8055	ACH-000058	ML-1	THCA	-0.23981261
25262965	AZD8055	ACH-000484	VMRC-RCW	KIRC	-0.22555912
25262965	AZD8055	ACH-000522	UM-UC-3	BLCA	-0.21696544
25262965	AZD8055	ACH-000364	U-2 OS	SARC	-0.19214022
25262965	AZD8055	ACH-000196	HCC1599	BRCA	-0.1857053
25262965	AZD8055	ACH-000144	RERF-GC-1B	STAD	-0.17155826
25262965	AZD8055	ACH-000094	HPAF-II	PAAD	-0.1666373
25262965	AZD8055	ACH-000825	HOP-92	NA	-0.114884615
25262965	AZD8055	ACH-000788	A2058	SKCM	-0.100601435
25262965	AZD8055	ACH-000822	SK-MEL-24	SKCM	-0.0945065
25262965	AZD8055	ACH-000939	SK-UT-1	SARC	-0.07992339
25262965	AZD8055	ACH-000434	NCI-H1915	NA	-0.07826638
25262965	AZD8055	ACH-000447	NCI-H2228	LUAD	-0.049054503
25262965	AZD8055	ACH-000201	A-204	SARC	-0.03969872
25262965	AZD8055	ACH-000835	GCT	SARC	-0.030936122
25262965	AZD8055	ACH-000211	Daoy	MB	-0.02864337
25262965	AZD8055	ACH-000231	KALS-1	LGG	-0.022508144
25262965	AZD8055	ACH-000810	SK-MEL-30	SKCM	-0.01542294
25262965	AZD8055	ACH-000558	A172	GBM	-0.009075522
25262965	AZD8055	ACH-000135	Hs 940.T	SKCM	0.00010454655
25262965	AZD8055	ACH-001075	NCI-H292	NA	0.009394884
25262965	AZD8055	ACH-000603	BEN	UNABLE TO CLASSIFY	0.03472376
25262965	AZD8055	ACH-000987	MeWo	SKCM	0.036703944
25262965	AZD8055	ACH-000018	T24	BLCA	0.048100352
25262965	AZD8055	ACH-000792	BFTC-909	KIRC	0.053358793
25262965	AZD8055	ACH-000356	MKN-45	STAD	0.11120987
25262965	AZD8055	ACH-000713	Caov-3	OV	0.14721441
25262965	AZD8055	ACH-000528	ABC-1	LUAD	0.15138936
25262965	AZD8055	ACH-000491	NCI-H716	COAD/READ	0.16417336
25262965	AZD8055	ACH-000525	NCI-H2171	SCLC	0.16464734
25262965	AZD8055	ACH-000501	LS123	COAD/READ	0.21283388
25262965	AZD8055	ACH-000729	NCI-H1963	SCLC	0.21854901
25262965	AZD8055	ACH-000719	RMG-I	OV	0.24900961
25262965	AZD8055	ACH-000197	TALL-1	ALL	0.2609514
25262965	AZD8055	ACH-000366	SK-N-DZ	NB	0.2710786
25262965	AZD8055	ACH-000169	RD	SARC	0.28893614
25262965	AZD8055	ACH-000888	NCI-H1793	LUAD	0.32864475
25262965	AZD8055	ACH-000968	COLO 792	SKCM	0.3293457
25262965	AZD8055	ACH-000515	HCC-33	SCLC	0.33406806
25262965	AZD8055	ACH-000417	Panc 08.13	PAAD	0.3788061
25262965	AZD8055	ACH-000270	HPAC	PAAD	0.38510382
25262965	AZD8055	ACH-000114	SU.86.86	PAAD	0.41764057
25262965	AZD8055	ACH-000238	SCC-4	HNSC	0.4213879
25262965	AZD8055	ACH-000345	KP-N-RT-BM-1	NB	0.4509691
25262965	AZD8055	ACH-000752	NCI-H196	SCLC	0.48913717
25262965	AZD8055	ACH-000965	RL95-2	UCEC	0.48999405
25262965	AZD8055	ACH-000330	EFM-19	BRCA	0.4936962
25262965	AZD8055	ACH-000155	SW 1990	PAAD	0.5048623
25262965	AZD8055	ACH-000759	MDA-MB-175-VII	BRCA	0.5246794
25262965	AZD8055	ACH-000489	SW1116	COAD/READ	0.5255773
25262965	AZD8055	ACH-000784	KYSE-70	ESCA	0.53638244
25262965	AZD8055	ACH-000437	SW 1088	GBM	0.6367899
25262965	AZD8055	ACH-000035	NCI-H1650	LUAD	0.6448444
25262965	AZD8055	ACH-000421	SW837	COAD/READ	0.65854406
25262965	AZD8055	ACH-000422	SNU-475	LIHC	0.6984047
25262965	AZD8055	ACH-000470	SW1463	COAD/READ	0.70517224
25262965	AZD8055	ACH-000644	COLO 829	SKCM	0.7252829
25262965	AZD8055	ACH-000399	NCI-H2196	SCLC	0.7570363
25262965	AZD8055	ACH-000481	NCI-H2170	LUSC	0.7722719
25262965	AZD8055	ACH-000783	CAMA-1	BRCA	0.8246487
25262965	AZD8055	ACH-000638	NCI-H441	LUAD	0.92119175
25262965	AZD8055	ACH-000999	SNU-1040	COAD/READ	1.0797327
25262965	AZD8055	ACH-000568	UACC-812	BRCA	1.082524
25262965	AZD8055	ACH-000698	DMS 53	SCLC	1.1346629
25262965	AZD8055	ACH-000298	NCI-H2029	SCLC	1.1387182
54685215	IOX2	ACH-000112	SIG-M5	LAML	-1.0217972
54685215	IOX2	ACH-000059	SUP-B15	ALL	-0.8349979
54685215	IOX2	ACH-000763	MM1-S	MM	-0.5200815
54685215	IOX2	ACH-000056	DOHH-2	DLBC	-0.48622036
54685215	IOX2	ACH-000380	KMS-12-BM	MM	-0.3855877
54685215	IOX2	ACH-000196	HCC1599	BRCA	-0.30710673
54685215	IOX2	ACH-000989	SNU-175	COAD/READ	-0.27342856
54685215	IOX2	ACH-000871	NCI-H510	SCLC	-0.26418543
54685215	IOX2	ACH-000225	ECC12	STAD	-0.21228099
54685215	IOX2	ACH-000228	BICR 31	HNSC	-0.14598536
54685215	IOX2	ACH-000772	TE 441.T	SARC	-0.13413405
54685215	IOX2	ACH-000664	SU-DHL-1	NA	-0.088742375
54685215	IOX2	ACH-000078	MHH-NB-11	NB	-0.033954144
54685215	IOX2	ACH-000345	KP-N-RT-BM-1	NB	-0.0058606863
54685215	IOX2	ACH-000729	NCI-H1963	SCLC	-0.0051317215
54685215	IOX2	ACH-000153	NCI-H2052	MESO	0.09208989
54685215	IOX2	ACH-000378	NCI-H647	LUAD	0.110144734
54685215	IOX2	ACH-000713	Caov-3	OV	0.11531305
54685215	IOX2	ACH-000176	LOU-NH91	LUSC	0.1875472
54685215	IOX2	ACH-000525	NCI-H2171	SCLC	0.27965057
54685215	IOX2	ACH-000399	NCI-H2196	SCLC	0.33307898
54685215	IOX2	ACH-000484	VMRC-RCW	KIRC	0.34965432
54685215	IOX2	ACH-000047	GCIY	STAD	0.37159443
54685215	IOX2	ACH-000422	SNU-475	LIHC	0.402457
54685215	IOX2	ACH-000187	COR-L311	SCLC	0.46477842
54685215	IOX2	ACH-000247	OCUM-1	STAD	0.48137975
54685215	IOX2	ACH-000197	TALL-1	ALL	0.60595906
54685215	IOX2	ACH-000515	HCC-33	SCLC	0.62209773
54685215	IOX2	ACH-000568	UACC-812	BRCA	0.90425587
54685215	IOX2	ACH-000189	RCC10RGB	KIRC	1.9040769
6918638	Belinostat	ACH-000357	JeKo-1	DLBC	-2.6717787
6918638	Belinostat	ACH-000922	RCH-ACV	ALL	-2.4408822
6918638	Belinostat	ACH-000050	NCI-H929	MM	-2.173806
6918638	Belinostat	ACH-000918	MOLT-16	ALL	-1.7826443
6918638	Belinostat	ACH-000763	MM1-S	MM	-1.4161401
6918638	Belinostat	ACH-000506	NCI-H146	SCLC	-1.3834138
6918638	Belinostat	ACH-000920	CML-T1	LCML	-1.2825336
6918638	Belinostat	ACH-000187	COR-L311	SCLC	-1.1525671
6918638	Belinostat	ACH-000056	DOHH-2	DLBC	-1.1041927
6918638	Belinostat	ACH-000369	MOLM-16	LAML	-1.0751772
6918638	Belinostat	ACH-000162	GA-10	DLBC	-1.0324833
6918638	Belinostat	ACH-000995	JURKAT	ALL	-0.874913
6918638	Belinostat	ACH-000689	RH-18	SARC	-0.68013287
6918638	Belinostat	ACH-000020	MHH-CALL-2	ALL	-0.6150172
6918638	Belinostat	ACH-000780	NCI-H1105	SCLC	-0.5709245
6918638	Belinostat	ACH-000345	KP-N-RT-BM-1	NB	-0.45149493
6918638	Belinostat	ACH-000348	RPMI-7951	SKCM	-0.44426227
6918638	Belinostat	ACH-000038	EHEB	CLL	-0.2980249
6918638	Belinostat	ACH-000599	PA-TU-8902	PAAD	-0.23333657
6918638	Belinostat	ACH-000793	KATO III	STAD	-0.22018576
6918638	Belinostat	ACH-000772	TE 441.T	SARC	-0.18896127
6918638	Belinostat	ACH-000935	MDST8	COAD/READ	-0.09158206
6918638	Belinostat	ACH-000650	IGR-37	SKCM	-0.061119556
6918638	Belinostat	ACH-000974	SNG-M	UCEC	0.0020515919
6918638	Belinostat	ACH-000389	H4	LGG	0.07448852
6918638	Belinostat	ACH-000358	NCI-H69	SCLC	0.10147011
6918638	Belinostat	ACH-000360	NCI-H508	COAD/READ	0.13679242
6918638	Belinostat	ACH-000129	NCI-H1341	SCLC	0.15645075
6918638	Belinostat	ACH-000678	MKN7	STAD	0.18249023
6918638	Belinostat	ACH-000423	SK-MEL-3	SKCM	0.21897948
6918638	Belinostat	ACH-000355	NCI-H82	SCLC	0.26431596
6918638	Belinostat	ACH-000776	ONS-76	MB	0.27038407
6918638	Belinostat	ACH-000373	SKM-1	LAML	0.28502798
6918638	Belinostat	ACH-000225	ECC12	STAD	0.3504014
6918638	Belinostat	ACH-000895	CL-34	COAD/READ	0.39365768
6918638	Belinostat	ACH-000450	MEL-HO	SKCM	0.46016514
6918638	Belinostat	ACH-000394	NCI-H2081	SCLC	0.70723855
6918638	Belinostat	ACH-000681	A549	LUAD	0.83276474
6918638	Belinostat	ACH-000640	SK-MEL-31	SKCM	0.96184283
6918638	Belinostat	ACH-000465	SK-MEL-1	SKCM	1.1063398
6918638	Belinostat	ACH-000035	NCI-H1650	LUAD	1.2029021
6918638	Belinostat	ACH-000626	U266B1	MM	1.2256814
6918638	Belinostat	ACH-000768	MDA-MB-231	BRCA	1.2930238
6918638	Belinostat	ACH-000288	BT-549	BRCA	1.6087126
6918638	Belinostat	ACH-000427	NCI-N87	STAD	1.6638602
6918638	Belinostat	ACH-000966	IGROV1	OV	1.6916773
6918638	Belinostat	ACH-000103	Caov-4	OV	1.915549
6918638	Belinostat	ACH-000727	NCI-H2066	SCLC	1.9469085
6918638	Belinostat	ACH-000957	LS 180	COAD/READ	2.015196
6918638	Belinostat	ACH-000858	KNS-62	LUSC	2.4877021
6918638	Belinostat	ACH-000828	ZR-75-30	BRCA	2.9283109
6918638	Belinostat	ACH-000429	A-704	KIRC	3.1752288
6918638	Belinostat	ACH-000798	CL-40	COAD/READ	3.832762
16038120	NVP-TAE684	ACH-000920	CML-T1	LCML	-1.7151814
16038120	NVP-TAE684	ACH-000219	A-375	SKCM	-1.3870437
16038120	NVP-TAE684	ACH-000973	639-V	BLCA	-1.169498
16038120	NVP-TAE684	ACH-000778	HSC-3	HNSC	-1.1584542
16038120	NVP-TAE684	ACH-000856	CAL-51	BRCA	-1.1467464
16038120	NVP-TAE684	ACH-000881	MEL-JUSO	SKCM	-1.1372631
16038120	NVP-TAE684	ACH-000149	SK-N-SH	NB	-1.1253455
16038120	NVP-TAE684	ACH-000918	MOLT-16	ALL	-1.1142378
16038120	NVP-TAE684	ACH-000050	NCI-H929	MM	-1.0747118
16038120	NVP-TAE684	ACH-000660	SU-DHL-5	DLBC	-1.0373096
16038120	NVP-TAE684	ACH-000667	HCC-44	LUAD	-0.98864055
16038120	NVP-TAE684	ACH-000521	NCI-H2030	LUAD	-0.9803672
16038120	NVP-TAE684	ACH-000376	SF-295	GBM	-0.9308417
16038120	NVP-TAE684	ACH-000174	CAL-62	THCA	-0.9257581
16038120	NVP-TAE684	ACH-000456	B-CPAP	THCA	-0.9187677
16038120	NVP-TAE684	ACH-000048	TOV-112D	OV	-0.9151883
16038120	NVP-TAE684	ACH-000389	H4	LGG	-0.91011715
16038120	NVP-TAE684	ACH-000311	NCI-H2122	LUAD	-0.9045379
16038120	NVP-TAE684	ACH-000225	ECC12	STAD	-0.8980763
16038120	NVP-TAE684	ACH-000570	YKG1	GBM	-0.89599514
16038120	NVP-TAE684	ACH-001307	8505C	THCA	-0.8619871
16038120	NVP-TAE684	ACH-000802	BFTC-905	BLCA	-0.85085654
16038120	NVP-TAE684	ACH-000665	SK-MES-1	LUSC	-0.84914255
16038120	NVP-TAE684	ACH-000847	HGC-27	STAD	-0.82647157
16038120	NVP-TAE684	ACH-000947	OVK18	OV	-0.8189249
16038120	NVP-TAE684	ACH-000558	A172	GBM	-0.80936265
16038120	NVP-TAE684	ACH-000411	769-P	KIRC	-0.8004458
16038120	NVP-TAE684	ACH-000681	A549	LUAD	-0.79898787
16038120	NVP-TAE684	ACH-000649	786-O	KIRC	-0.7983229
16038120	NVP-TAE684	ACH-000120	CHP-212	NB	-0.79080725
16038120	NVP-TAE684	ACH-000396	J82	BLCA	-0.7792208
16038120	NVP-TAE684	ACH-000548	BHY	HNSC	-0.776829
16038120	NVP-TAE684	ACH-000880	AGS	STAD	-0.7748997
16038120	NVP-TAE684	ACH-000566	SW-1710	BLCA	-0.77118254
16038120	NVP-TAE684	ACH-000410	Saos-2	SARC	-0.75146484
16038120	NVP-TAE684	ACH-000971	HCT 116	COAD/READ	-0.7484808
16038120	NVP-TAE684	ACH-000132	JHOS-2	OV	-0.74103427
16038120	NVP-TAE684	ACH-000663	OVTOKO	OV	-0.73880434
16038120	NVP-TAE684	ACH-000469	YH-13	GBM	-0.7291651
16038120	NVP-TAE684	ACH-000135	Hs 940.T	SKCM	-0.72462153
16038120	NVP-TAE684	ACH-000716	TT2609-C02	THCA	-0.72434926
16038120	NVP-TAE684	ACH-000827	WM-793	SKCM	-0.7166488
16038120	NVP-TAE684	ACH-000309	SK-LU-1	LUAD	-0.7139442
16038120	NVP-TAE684	ACH-000625	Hep 3B2.1-7	LIHC	-0.6870744
16038120	NVP-TAE684	ACH-000518	CAL-33	HNSC	-0.68680763
16038120	NVP-TAE684	ACH-000023	PA-TU-8988T	PAAD	-0.6488576
16038120	NVP-TAE684	ACH-000052	A-673	SARC	-0.64502
16038120	NVP-TAE684	ACH-000589	NCI-H1437	LUAD	-0.64444447
16038120	NVP-TAE684	ACH-000896	647-V	BLCA	-0.62525034
16038120	NVP-TAE684	ACH-000561	NA	ESCA	-0.6245053
16038120	NVP-TAE684	ACH-000657	A2780	UNABLE TO CLASSIFY	-0.6222806
16038120	NVP-TAE684	ACH-000922	RCH-ACV	ALL	-0.62062263
16038120	NVP-TAE684	ACH-000357	JeKo-1	DLBC	-0.61930466
16038120	NVP-TAE684	ACH-000473	RT-112	BLCA	-0.6150193
16038120	NVP-TAE684	ACH-000749	DMS 273	SCLC	-0.60668564
16038120	NVP-TAE684	ACH-000835	GCT	SARC	-0.6050427
16038120	NVP-TAE684	ACH-000793	KATO III	STAD	-0.5719347
16038120	NVP-TAE684	ACH-000613	HOS	SARC	-0.56974936
16038120	NVP-TAE684	ACH-000924	NCI-H2172	UNABLE TO CLASSIFY	-0.56619596
16038120	NVP-TAE684	ACH-000472	HSC-2	HNSC	-0.5643356
16038120	NVP-TAE684	ACH-000271	SU-DHL-10	DLBC	-0.5558896
16038120	NVP-TAE684	ACH-000879	MFE-296	UCEC	-0.54808927
16038120	NVP-TAE684	ACH-000375	G-402	SARC	-0.52714753
16038120	NVP-TAE684	ACH-000232	U-251 MG	GBM	-0.5191796
16038120	NVP-TAE684	ACH-000434	NCI-H1915	NA	-0.5154741
16038120	NVP-TAE684	ACH-000211	Daoy	MB	-0.5147445
16038120	NVP-TAE684	ACH-000846	FaDu	HNSC	-0.510113
16038120	NVP-TAE684	ACH-000096	G-401	SARC	-0.50150347
16038120	NVP-TAE684	ACH-000596	LCLC-97TM1	NA	-0.50052786
16038120	NVP-TAE684	ACH-000329	CCF-STTG1	GBM	-0.50038815
16038120	NVP-TAE684	ACH-000046	ACHN	KIRC	-0.49945068
16038120	NVP-TAE684	ACH-000948	23132/87	STAD	-0.48314738
16038120	NVP-TAE684	ACH-000693	KYSE-180	ESCA	-0.48071766
16038120	NVP-TAE684	ACH-000958	SW48	COAD/READ	-0.4794085
16038120	NVP-TAE684	ACH-000788	A2058	SKCM	-0.47464728
16038120	NVP-TAE684	ACH-000886	NCI-H2009	LUAD	-0.46734476
16038120	NVP-TAE684	ACH-000627	LCLC-103H	NA	-0.46368647
16038120	NVP-TAE684	ACH-000545	VM-CUB1	BLCA	-0.46307564
16038120	NVP-TAE684	ACH-000493	SNU-423	LIHC	-0.46190977
16038120	NVP-TAE684	ACH-000361	SK-HEP-1	LIHC	-0.44605923
16038120	NVP-TAE684	ACH-000433	Caki-1	KIRC	-0.4406805
16038120	NVP-TAE684	ACH-000364	U-2 OS	SARC	-0.43892097
16038120	NVP-TAE684	ACH-000913	ESS-1	UCEC	-0.43568802
16038120	NVP-TAE684	ACH-000054	HT-1080	SARC	-0.4229598
16038120	NVP-TAE684	ACH-000447	NCI-H2228	LUAD	-0.4187541
16038120	NVP-TAE684	ACH-000359	MG-63	SARC	-0.4181261
16038120	NVP-TAE684	ACH-000825	HOP-92	NA	-0.41668153
16038120	NVP-TAE684	ACH-000832	CAL 27	HNSC	-0.4154775
16038120	NVP-TAE684	ACH-000936	EFO-27	OV	-0.41496372
16038120	NVP-TAE684	ACH-000221	SNU-398	LIHC	-0.414078
16038120	NVP-TAE684	ACH-000228	BICR 31	HNSC	-0.41210437
16038120	NVP-TAE684	ACH-000696	OVCAR-8	OV	-0.40669727
16038120	NVP-TAE684	ACH-000484	VMRC-RCW	KIRC	-0.40580368
16038120	NVP-TAE684	ACH-000082	"G-292, clone A141B1"	SARC	-0.39533424
16038120	NVP-TAE684	ACH-000019	MCF7	BRCA	-0.38497615
16038120	NVP-TAE684	ACH-000505	RKN	SARC	-0.3732369
16038120	NVP-TAE684	ACH-000689	RH-18	SARC	-0.3646114
16038120	NVP-TAE684	ACH-000323	42-MG-BA	GBM	-0.3460114
16038120	NVP-TAE684	ACH-000662	COR-L23	NA	-0.3450911
16038120	NVP-TAE684	ACH-000463	NCI-H460	NA	-0.34076953
16038120	NVP-TAE684	ACH-000704	OAW42	OV	-0.3328452
16038120	NVP-TAE684	ACH-000207	Detroit 562	HNSC	-0.32758594
16038120	NVP-TAE684	ACH-000139	Panc 03.27	PAAD	-0.31912398
16038120	NVP-TAE684	ACH-000142	CAL-29	BLCA	-0.31881618
16038120	NVP-TAE684	ACH-000905	5637	BLCA	-0.29872322
16038120	NVP-TAE684	ACH-000098	GAMG	LGG	-0.29525137
16038120	NVP-TAE684	ACH-000420	SNU-449	LIHC	-0.29008317
16038120	NVP-TAE684	ACH-000450	MEL-HO	SKCM	-0.28180707
16038120	NVP-TAE684	ACH-000210	CADO-ES1	SARC	-0.27767038
16038120	NVP-TAE684	ACH-000572	G-361	SKCM	-0.27295923
16038120	NVP-TAE684	ACH-000652	SUIT-2	PAAD	-0.26777077
